station_id,ev_network,state,label,primary_path,context_path
102457,Tesla,UT,,data-ev\data\images\primary\102457_primary_bb612b2cd280.png,data-ev\data\images\context\102457_context_bb612b2cd280.png
422109,FORD_CHARGE,MI,,data-ev\data\images\primary\422109_primary_dbec17f3ef43.png,data-ev\data\images\context\422109_context_dbec17f3ef43.png
186951,ChargePoint Network,VA,,data-ev\data\images\primary\186951_primary_ea3055827658.png,data-ev\data\images\context\186951_context_ea3055827658.png
302202,Tesla,TX,,data-ev\data\images\primary\302202_primary_4f383e1a4e40.png,data-ev\data\images\context\302202_context_4f383e1a4e40.png
253770,Tesla,SC,,data-ev\data\images\primary\253770_primary_cdff34109bc8.png,data-ev\data\images\context\253770_context_cdff34109bc8.png
357478,ChargePoint Network,NM,,data-ev\data\images\primary\357478_primary_83fa9d938184.png,data-ev\data\images\context\357478_context_83fa9d938184.png
390931,ChargePoint Network,NH,,data-ev\data\images\primary\390931_primary_a8382b49f385.png,data-ev\data\images\context\390931_context_a8382b49f385.png
222797,Tesla,NY,,data-ev\data\images\primary\222797_primary_a4bd189cf418.png,data-ev\data\images\context\222797_context_a4bd189cf418.png
163651,SWTCH,MD,,data-ev\data\images\primary\163651_primary_b5c83ea7e2f0.png,data-ev\data\images\context\163651_context_b5c83ea7e2f0.png
357254,Blink Network,IL,,data-ev\data\images\primary\357254_primary_5e6a44cf374c.png,data-ev\data\images\context\357254_context_5e6a44cf374c.png
185576,ChargePoint Network,MI,,data-ev\data\images\primary\185576_primary_e50a2c20f756.png,data-ev\data\images\context\185576_context_e50a2c20f756.png
398340,ELECTRIC_ERA,FL,,data-ev\data\images\primary\398340_primary_174aa1db4e45.png,data-ev\data\images\context\398340_context_174aa1db4e45.png
201311,Tesla,CA,,data-ev\data\images\primary\201311_primary_2929b05b6aba.png,data-ev\data\images\context\201311_context_2929b05b6aba.png
450434,WALMART,GA,,data-ev\data\images\primary\450434_primary_1223fb4d2211.png,data-ev\data\images\context\450434_context_1223fb4d2211.png
452492,SYNERGEV,TX,,data-ev\data\images\primary\452492_primary_697c6d267997.png,data-ev\data\images\context\452492_context_697c6d267997.png
455098,INTERTIE,CA,,data-ev\data\images\primary\455098_primary_868a70c30a7b.png,data-ev\data\images\context\455098_context_868a70c30a7b.png
448244,ChargePoint Network,OH,,data-ev\data\images\primary\448244_primary_23f4f2faba95.png,data-ev\data\images\context\448244_context_23f4f2faba95.png
156442,FCN,OK,,data-ev\data\images\primary\156442_primary_e80465d2b63b.png,data-ev\data\images\context\156442_context_e80465d2b63b.png
451116,RED_E,VT,,data-ev\data\images\primary\451116_primary_cb602f2810f5.png,data-ev\data\images\context\451116_context_cb602f2810f5.png
102098,Tesla,CT,,data-ev\data\images\primary\102098_primary_c9095c2f8d0a.png,data-ev\data\images\context\102098_context_c9095c2f8d0a.png
356177,APPLEGREEN,NY,,data-ev\data\images\primary\356177_primary_33ae3a6afdbd.png,data-ev\data\images\context\356177_context_33ae3a6afdbd.png
260875,EV Connect,NC,,data-ev\data\images\primary\260875_primary_931d6f60fc00.png,data-ev\data\images\context\260875_context_931d6f60fc00.png
421226,ChargePoint Network,CA,,data-ev\data\images\primary\421226_primary_e1d3395362b6.png,data-ev\data\images\context\421226_context_e1d3395362b6.png
147079,Electrify America,VA,,data-ev\data\images\primary\147079_primary_029799326f0d.png,data-ev\data\images\context\147079_context_029799326f0d.png
333264,ABM,CA,,data-ev\data\images\primary\333264_primary_d04776bd191b.png,data-ev\data\images\context\333264_context_d04776bd191b.png
355554,Tesla,WA,,data-ev\data\images\primary\355554_primary_3fe827a21ff7.png,data-ev\data\images\context\355554_context_3fe827a21ff7.png
314196,EV Connect,NC,,data-ev\data\images\primary\314196_primary_22a68cef3fd6.png,data-ev\data\images\context\314196_context_22a68cef3fd6.png
397477,ChargePoint Network,AZ,,data-ev\data\images\primary\397477_primary_415c35ef3a51.png,data-ev\data\images\context\397477_context_415c35ef3a51.png
448466,IONNA,IL,,data-ev\data\images\primary\448466_primary_99c0a5f74f55.png,data-ev\data\images\context\448466_context_99c0a5f74f55.png
307578,ChargePoint Network,TN,,data-ev\data\images\primary\307578_primary_5f02bcb48f79.png,data-ev\data\images\context\307578_context_5f02bcb48f79.png
430835,Tesla,CO,,data-ev\data\images\primary\430835_primary_a7d6c2a51fcc.png,data-ev\data\images\context\430835_context_a7d6c2a51fcc.png
387059,ChargePoint Network,PA,,data-ev\data\images\primary\387059_primary_9742ede254d9.png,data-ev\data\images\context\387059_context_9742ede254d9.png
228527,eVgo Network,MA,,data-ev\data\images\primary\228527_primary_9bb8687a46ec.png,data-ev\data\images\context\228527_context_9bb8687a46ec.png
354812,Blink Network,FL,,data-ev\data\images\primary\354812_primary_a834d6e38df8.png,data-ev\data\images\context\354812_context_a834d6e38df8.png
74345,Non-Networked,MD,,data-ev\data\images\primary\74345_primary_b668215a27d5.png,data-ev\data\images\context\74345_context_b668215a27d5.png
450498,STAY_N_CHARGE,ME,,data-ev\data\images\primary\450498_primary_8d0f7067d750.png,data-ev\data\images\context\450498_context_8d0f7067d750.png
347220,WATT_EV,CA,,data-ev\data\images\primary\347220_primary_63c039895b55.png,data-ev\data\images\context\347220_context_63c039895b55.png
326924,EVBOLT,TX,,data-ev\data\images\primary\326924_primary_c87c352f6a9a.png,data-ev\data\images\context\326924_context_c87c352f6a9a.png
351466,ChargePoint Network,MA,,data-ev\data\images\primary\351466_primary_2a6361c37e7e.png,data-ev\data\images\context\351466_context_2a6361c37e7e.png
331173,ChargePoint Network,TN,,data-ev\data\images\primary\331173_primary_98164a10023e.png,data-ev\data\images\context\331173_context_98164a10023e.png
279377,Electrify America,CT,,data-ev\data\images\primary\279377_primary_5695b15eae0b.png,data-ev\data\images\context\279377_context_5695b15eae0b.png
168129,ChargePoint Network,CA,,data-ev\data\images\primary\168129_primary_c3e1fd078f02.png,data-ev\data\images\context\168129_context_c3e1fd078f02.png
347406,ChargePoint Network,AL,,data-ev\data\images\primary\347406_primary_fcab6ac5fd07.png,data-ev\data\images\context\347406_context_fcab6ac5fd07.png
252639,Blink Network,VA,,data-ev\data\images\primary\252639_primary_26ff596168a4.png,data-ev\data\images\context\252639_context_26ff596168a4.png
387891,Blink Network,OH,,data-ev\data\images\primary\387891_primary_1fddf80c2802.png,data-ev\data\images\context\387891_context_1fddf80c2802.png
449015,ChargePoint Network,TN,,data-ev\data\images\primary\449015_primary_00d13ec1112c.png,data-ev\data\images\context\449015_context_00d13ec1112c.png
355280,ChargePoint Network,CT,,data-ev\data\images\primary\355280_primary_c8b195bc4be9.png,data-ev\data\images\context\355280_context_c8b195bc4be9.png
190433,Electrify America,CA,,data-ev\data\images\primary\190433_primary_3931b7480cee.png,data-ev\data\images\context\190433_context_3931b7480cee.png
167380,CHARGELAB,IA,,data-ev\data\images\primary\167380_primary_3d439d1a1f42.png,data-ev\data\images\context\167380_context_3d439d1a1f42.png
418068,KWIK_CHARGE,WI,,data-ev\data\images\primary\418068_primary_2f85553325a8.png,data-ev\data\images\context\418068_context_2f85553325a8.png
351651,ChargePoint Network,AL,,data-ev\data\images\primary\351651_primary_dac5f8ed6804.png,data-ev\data\images\context\351651_context_dac5f8ed6804.png
227940,eVgo Network,CA,,data-ev\data\images\primary\227940_primary_9958d9bed3f1.png,data-ev\data\images\context\227940_context_9958d9bed3f1.png
387120,Electrify America,UT,,data-ev\data\images\primary\387120_primary_841bed16733f.png,data-ev\data\images\context\387120_context_841bed16733f.png
449115,US_SUPERCHARGE,FL,,data-ev\data\images\primary\449115_primary_5dc26f75d3c1.png,data-ev\data\images\context\449115_context_5dc26f75d3c1.png
187166,Tesla,WA,,data-ev\data\images\primary\187166_primary_0a56182ac610.png,data-ev\data\images\context\187166_context_0a56182ac610.png
