station_id,station_name,state,ev_network,primary_path,context_path,label
101993,La Encantada - Tesla Supercharger,AZ,Tesla,data-ev\data\images\primary\101993_primary_9b7738bf56ab.png,data-ev\data\images\context\101993_context_9b7738bf56ab.png,
230911,LARICHE CADILLAC,OH,EV Connect,data-ev\data\images\primary\230911_primary_8e51f60a34a7.png,data-ev\data\images\context\230911_context_8e51f60a34a7.png,
167747,GEORGIA POWER ROME DC2,GA,ChargePoint Network,data-ev\data\images\primary\167747_primary_210a9db04131.png,data-ev\data\images\context\167747_context_210a9db04131.png,
260040,HION NETWORK OURAY PL1,CO,ChargePoint Network,data-ev\data\images\primary\260040_primary_f175d78bc310.png,data-ev\data\images\context\260040_context_f175d78bc310.png,
416876,Lafontaine Ford of Lansing,MI,FORD_CHARGE,data-ev\data\images\primary\416876_primary_6f1a1d502429.png,data-ev\data\images\context\416876_context_6f1a1d502429.png,
259985,Alamo Plaza - Tesla Supercharger,CA,Tesla,data-ev\data\images\primary\259985_primary_94204c085c06.png,data-ev\data\images\context\259985_context_94204c085c06.png,
185099,Indianapolis International Airport - Terminal Garage,IN,Non-Networked,data-ev\data\images\primary\185099_primary_dc38b626ec5d.png,data-ev\data\images\context\185099_context_dc38b626ec5d.png,
102415,Chattanooga Airport (CHA) - Tesla Supercharger,TN,Tesla,data-ev\data\images\primary\102415_primary_26bb2ec39a81.png,data-ev\data\images\context\102415_context_26bb2ec39a81.png,
389056,Jaguar Land Rover of Tysons - DCFC,VA,Blink Network,data-ev\data\images\primary\389056_primary_4b66287722d1.png,data-ev\data\images\context\389056_context_4b66287722d1.png,
228406,Courtyard by Marriott – Irvine Spectrum,CA,eVgo Network,data-ev\data\images\primary\228406_primary_9fad8358a599.png,data-ev\data\images\context\228406_context_9fad8358a599.png,
374984,Morehead Plaza Shopping Center - Tesla Supercharger,NC,Tesla,data-ev\data\images\primary\374984_primary_83322c85e6de.png,data-ev\data\images\context\374984_context_83322c85e6de.png,
404645,IN-N-OUT LUGONIA 01,CA,ChargePoint Network,data-ev\data\images\primary\404645_primary_f8456d6341d9.png,data-ev\data\images\context\404645_context_f8456d6341d9.png,
391170,"Cookeville, TN",TN,RIVIAN_ADVENTURE,data-ev\data\images\primary\391170_primary_ae87dd416ff8.png,data-ev\data\images\context\391170_context_ae87dd416ff8.png,
296758,Autel - Atlanta Motorsports Park,GA,AUTEL,data-ev\data\images\primary\296758_primary_3925bf683ccb.png,data-ev\data\images\context\296758_context_3925bf683ccb.png,
446489,Village of Bensenville - Village Hall,IL,EVXY,data-ev\data\images\primary\446489_primary_f3f6fde3047e.png,data-ev\data\images\context\446489_context_f3f6fde3047e.png,
449019,CHTOYOTA PL5 CL5,TN,ChargePoint Network,data-ev\data\images\primary\449019_primary_2c7a827d291b.png,data-ev\data\images\context\449019_context_2c7a827d291b.png,
372488,Copeland Chevrolet,MA,Non-Networked,data-ev\data\images\primary\372488_primary_f071db15a3ab.png,data-ev\data\images\context\372488_context_f071db15a3ab.png,
39989,AutoNation Nissan - Thornton Road,GA,IN_CHARGE,data-ev\data\images\primary\39989_primary_73ab9d62895c.png,data-ev\data\images\context\39989_context_73ab9d62895c.png,
455783,Carbon,TX,RACETRAC,data-ev\data\images\primary\455783_primary_4060bc91ae08.png,data-ev\data\images\context\455783_context_4060bc91ae08.png,
421304,Target - Tesla Supercharger,WA,Tesla,data-ev\data\images\primary\421304_primary_c920ea4e0aa7.png,data-ev\data\images\context\421304_context_c920ea4e0aa7.png,
153166,"Walmart 2648 (San Leandro, CA)",CA,Electrify America,data-ev\data\images\primary\153166_primary_a0aa7a5d61a9.png,data-ev\data\images\context\153166_context_a0aa7a5d61a9.png,
302499,TXB MARKET BEE CAVE 01,TX,ChargePoint Network,data-ev\data\images\primary\302499_primary_bf03a107fa75.png,data-ev\data\images\context\302499_context_bf03a107fa75.png,
183748,"Upland Town Center (Upland, CA)",CA,Electrify America,data-ev\data\images\primary\183748_primary_d9b43cc1aff9.png,data-ev\data\images\context\183748_context_d9b43cc1aff9.png,
213986,EVolve NY Victor,NY,Electrify America,data-ev\data\images\primary\213986_primary_df974815b041.png,data-ev\data\images\context\213986_context_df974815b041.png,
448537,3757 Midway Dr,CA,eVgo Network,data-ev\data\images\primary\448537_primary_18cc6e769754.png,data-ev\data\images\context\448537_context_18cc6e769754.png,
395880,Wawa - Tesla Supercharger,PA,Tesla,data-ev\data\images\primary\395880_primary_f3d9d3ce9b63.png,data-ev\data\images\context\395880_context_f3d9d3ce9b63.png,
218944,MIDTOWN LA MIDTOWN DC,CA,ChargePoint Network,data-ev\data\images\primary\218944_primary_ece4d650f490.png,data-ev\data\images\context\218944_context_ece4d650f490.png,
398478,Break Time - Tesla Supercharger,MO,Tesla,data-ev\data\images\primary\398478_primary_2288f4e86477.png,data-ev\data\images\context\398478_context_2288f4e86477.png,
260718,MOFFAT COUNTY DINOSAUR PL1,CO,ChargePoint Network,data-ev\data\images\primary\260718_primary_aeceb5470dba.png,data-ev\data\images\context\260718_context_aeceb5470dba.png,
194976,UCSD CP-ATHENA DC1-5,CA,ChargePoint Network,data-ev\data\images\primary\194976_primary_91ebe5637af1.png,data-ev\data\images\context\194976_context_91ebe5637af1.png,
332098,"Burlington, NC - Garden Road - Tesla Supercharger",NC,Tesla,data-ev\data\images\primary\332098_primary_18be9f9ee282.png,data-ev\data\images\context\332098_context_18be9f9ee282.png,
451709,Athletica Fitness,FL,FPLEV,data-ev\data\images\primary\451709_primary_6dd106726c28.png,data-ev\data\images\context\451709_context_6dd106726c28.png,
357850,LIBERTY EMPIRE BOLIVAR SVC ABB,MO,ChargePoint Network,data-ev\data\images\primary\357850_primary_cdb453fab6df.png,data-ev\data\images\context\357850_context_cdb453fab6df.png,
121840,"Walmart 285 (Huntsville, TX)",TX,Electrify America,data-ev\data\images\primary\121840_primary_1949aff73913.png,data-ev\data\images\context\121840_context_1949aff73913.png,
102457,City of Blanding Visitor Center - Tesla Supercharger,UT,Tesla,data-ev\data\images\primary\102457_primary_bb612b2cd280.png,data-ev\data\images\context\102457_context_bb612b2cd280.png,
422109,Richardson Ford,MI,FORD_CHARGE,data-ev\data\images\primary\422109_primary_dbec17f3ef43.png,data-ev\data\images\context\422109_context_dbec17f3ef43.png,
186951,DENBIGH FF1,VA,ChargePoint Network,data-ev\data\images\primary\186951_primary_ea3055827658.png,data-ev\data\images\context\186951_context_ea3055827658.png,
302202,TA Express Fairfield - Tesla Supercharger,TX,Tesla,data-ev\data\images\primary\302202_primary_4f383e1a4e40.png,data-ev\data\images\context\302202_context_4f383e1a4e40.png,
253770,Cayce Crossing - Tesla Supercharger,SC,Tesla,data-ev\data\images\primary\253770_primary_cdff34109bc8.png,data-ev\data\images\context\253770_context_cdff34109bc8.png,
357478,NMDOT NMDOT3 EV#1,NM,ChargePoint Network,data-ev\data\images\primary\357478_primary_83fa9d938184.png,data-ev\data\images\context\357478_context_83fa9d938184.png,
390931,PEC SOLAR PEC SOLAR,NH,ChargePoint Network,data-ev\data\images\primary\390931_primary_a8382b49f385.png,data-ev\data\images\context\390931_context_a8382b49f385.png,
222797,Destiny Mall - Tesla Supercharger,NY,Tesla,data-ev\data\images\primary\222797_primary_a4bd189cf418.png,data-ev\data\images\context\222797_context_a4bd189cf418.png,
163651,EVsmart - BGE - HCLS Glenwood,MD,SWTCH,data-ev\data\images\primary\163651_primary_b5c83ea7e2f0.png,data-ev\data\images\context\163651_context_b5c83ea7e2f0.png,
357254,Haggerty Chevrolet,IL,Blink Network,data-ev\data\images\primary\357254_primary_5e6a44cf374c.png,data-ev\data\images\context\357254_context_5e6a44cf374c.png,
185576,PLAINFIELD MB MARKET #320A,MI,ChargePoint Network,data-ev\data\images\primary\185576_primary_e50a2c20f756.png,data-ev\data\images\context\185576_context_e50a2c20f756.png,
398340,Electric Era Charging Station,FL,ELECTRIC_ERA,data-ev\data\images\primary\398340_primary_174aa1db4e45.png,data-ev\data\images\context\398340_context_174aa1db4e45.png,
201311,The Village at Tustin Legacy - Tesla Supercharger,CA,Tesla,data-ev\data\images\primary\201311_primary_2929b05b6aba.png,data-ev\data\images\context\201311_context_2929b05b6aba.png,
450434,Walmart EV Charging,GA,WALMART,data-ev\data\images\primary\450434_primary_1223fb4d2211.png,data-ev\data\images\context\450434_context_1223fb4d2211.png,
452492,23001 Katy Fwy,TX,SYNERGEV,data-ev\data\images\primary\452492_primary_697c6d267997.png,data-ev\data\images\context\452492_context_697c6d267997.png,
455098,River Rock Casino,CA,INTERTIE,data-ev\data\images\primary\455098_primary_868a70c30a7b.png,data-ev\data\images\context\455098_context_868a70c30a7b.png,
448244,BROWNHONDA STATION 1,OH,ChargePoint Network,data-ev\data\images\primary\448244_primary_23f4f2faba95.png,data-ev\data\images\context\448244_context_23f4f2faba95.png,
156442,Robinson Crossing,OK,FCN,data-ev\data\images\primary\156442_primary_e80465d2b63b.png,data-ev\data\images\context\156442_context_e80465d2b63b.png,
451116,Randolph NEVI Charging Center,VT,RED_E,data-ev\data\images\primary\451116_primary_cb602f2810f5.png,data-ev\data\images\context\451116_context_cb602f2810f5.png,
102098,The Plaza at Buckland Hills - Tesla Supercharger,CT,Tesla,data-ev\data\images\primary\102098_primary_c9095c2f8d0a.png,data-ev\data\images\context\102098_context_c9095c2f8d0a.png,
356177,Seneca Travel Plaza,NY,APPLEGREEN,data-ev\data\images\primary\356177_primary_33ae3a6afdbd.png,data-ev\data\images\context\356177_context_33ae3a6afdbd.png,
260875,Chestnut Arbor,NC,EV Connect,data-ev\data\images\primary\260875_primary_931d6f60fc00.png,data-ev\data\images\context\260875_context_931d6f60fc00.png,
421226,CITY OF ANAHEIM DCFC 1,CA,ChargePoint Network,data-ev\data\images\primary\421226_primary_e1d3395362b6.png,data-ev\data\images\context\421226_context_e1d3395362b6.png,
147079,"Target T1431 (Falls Church, VA)",VA,Electrify America,data-ev\data\images\primary\147079_primary_029799326f0d.png,data-ev\data\images\context\147079_context_029799326f0d.png,
333264,City National Plaza,CA,ABM,data-ev\data\images\primary\333264_primary_d04776bd191b.png,data-ev\data\images\context\333264_context_d04776bd191b.png,
355554,North Bend Premium Outlets - Tesla Supercharger,WA,Tesla,data-ev\data\images\primary\355554_primary_3fe827a21ff7.png,data-ev\data\images\context\355554_context_3fe827a21ff7.png,
314196,88 Montgomery St Parking Lot,NC,EV Connect,data-ev\data\images\primary\314196_primary_22a68cef3fd6.png,data-ev\data\images\context\314196_context_22a68cef3fd6.png,
397477,COCHISE COUNTY SIERRA VISTA L3,AZ,ChargePoint Network,data-ev\data\images\primary\397477_primary_415c35ef3a51.png,data-ev\data\images\context\397477_context_415c35ef3a51.png,
448466,"McHenry, IL Rechargery Relay @ Casey's - N Richmond Rd",IL,IONNA,data-ev\data\images\primary\448466_primary_99c0a5f74f55.png,data-ev\data\images\context\448466_context_99c0a5f74f55.png,
307578,BEA STATION 3 (RM),TN,ChargePoint Network,data-ev\data\images\primary\307578_primary_5f02bcb48f79.png,data-ev\data\images\context\307578_context_5f02bcb48f79.png,
430835,Cafe India - Tesla Supercharger,CO,Tesla,data-ev\data\images\primary\430835_primary_a7d6c2a51fcc.png,data-ev\data\images\context\430835_context_a7d6c2a51fcc.png,
387059,COLONIALHYUNDAI CPE250 FRONT,PA,ChargePoint Network,data-ev\data\images\primary\387059_primary_9742ede254d9.png,data-ev\data\images\context\387059_context_9742ede254d9.png,
228527,Cape Cod Mall,MA,eVgo Network,data-ev\data\images\primary\228527_primary_9bb8687a46ec.png,data-ev\data\images\context\228527_context_9bb8687a46ec.png,
354812,Rick Hendrick Chevrolet Naples,FL,Blink Network,data-ev\data\images\primary\354812_primary_a834d6e38df8.png,data-ev\data\images\context\354812_context_a834d6e38df8.png,
74345,Conservatory and Botanic Gardens,MD,Non-Networked,data-ev\data\images\primary\74345_primary_b668215a27d5.png,data-ev\data\images\context\74345_context_b668215a27d5.png,
450498,Quirk Jeep,ME,STAY_N_CHARGE,data-ev\data\images\primary\450498_primary_8d0f7067d750.png,data-ev\data\images\context\450498_context_8d0f7067d750.png,
347220,WattEV - Gardena,CA,WATT_EV,data-ev\data\images\primary\347220_primary_63c039895b55.png,data-ev\data\images\context\347220_context_63c039895b55.png,
326924,Shell Gas Station-King Fuels,TX,EVBOLT,data-ev\data\images\primary\326924_primary_c87c352f6a9a.png,data-ev\data\images\context\326924_context_c87c352f6a9a.png,
351466,PMLP RAILROAD 1,MA,ChargePoint Network,data-ev\data\images\primary\351466_primary_2a6361c37e7e.png,data-ev\data\images\context\351466_context_2a6361c37e7e.png,
331173,FPU STATION 2 (R),TN,ChargePoint Network,data-ev\data\images\primary\331173_primary_98164a10023e.png,data-ev\data\images\context\331173_context_98164a10023e.png,
279377,"Auxxi Horizon Commons (Rocky Hill, CT)",CT,Electrify America,data-ev\data\images\primary\279377_primary_5695b15eae0b.png,data-ev\data\images\context\279377_context_5695b15eae0b.png,
168129,CHEVRON JQ JENSEN DC 2,CA,ChargePoint Network,data-ev\data\images\primary\168129_primary_c3e1fd078f02.png,data-ev\data\images\context\168129_context_c3e1fd078f02.png,
347406,DU ELECTRIC DOC 4,AL,ChargePoint Network,data-ev\data\images\primary\347406_primary_fcab6ac5fd07.png,data-ev\data\images\context\347406_context_fcab6ac5fd07.png,
252639,Ourisman Chevrolet Buick GMC of Alexandria,VA,Blink Network,data-ev\data\images\primary\252639_primary_26ff596168a4.png,data-ev\data\images\context\252639_context_26ff596168a4.png,
387891,Baumann Ford Oregon - DCFC,OH,Blink Network,data-ev\data\images\primary\387891_primary_1fddf80c2802.png,data-ev\data\images\context\387891_context_1fddf80c2802.png,
449015,CHTOYOTA PL1 CL1,TN,ChargePoint Network,data-ev\data\images\primary\449015_primary_00d13ec1112c.png,data-ev\data\images\context\449015_context_00d13ec1112c.png,
355280,HTOYOTA TOYOTA F RIGHT,CT,ChargePoint Network,data-ev\data\images\primary\355280_primary_c8b195bc4be9.png,data-ev\data\images\context\355280_context_c8b195bc4be9.png,
190433,"Westfield Century City (Los Angeles, CA)",CA,Electrify America,data-ev\data\images\primary\190433_primary_3931b7480cee.png,data-ev\data\images\context\190433_context_3931b7480cee.png,
167380,1419 1st Ave N,IA,CHARGELAB,data-ev\data\images\primary\167380_primary_3d439d1a1f42.png,data-ev\data\images\context\167380_context_3d439d1a1f42.png,
418068,Kwik Trip #762,WI,KWIK_CHARGE,data-ev\data\images\primary\418068_primary_2f85553325a8.png,data-ev\data\images\context\418068_context_2f85553325a8.png,
351651,"T & C FORD, LLC EXPP-CL1-PL1",AL,ChargePoint Network,data-ev\data\images\primary\351651_primary_dac5f8ed6804.png,data-ev\data\images\context\351651_context_dac5f8ed6804.png,
227940,Lucky,CA,eVgo Network,data-ev\data\images\primary\227940_primary_9958d9bed3f1.png,data-ev\data\images\context\227940_context_9958d9bed3f1.png,
387120,"RMP Ivie Creek (Salina, UT)",UT,Electrify America,data-ev\data\images\primary\387120_primary_841bed16733f.png,data-ev\data\images\context\387120_context_841bed16733f.png,
449115,606 N Federal Hwy,FL,US_SUPERCHARGE,data-ev\data\images\primary\449115_primary_5dc26f75d3c1.png,data-ev\data\images\context\449115_context_5dc26f75d3c1.png,
187166,Celebration Center - Tesla Supercharger,WA,Tesla,data-ev\data\images\primary\187166_primary_0a56182ac610.png,data-ev\data\images\context\187166_context_0a56182ac610.png,
